index,date,tic,open,high,low,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30,volume
0,2010-01-04,AAPL,6.424605846405029,6.439315641110835,6.3756731331389895,6.407194179053124,6.407194179053124,0.0027175182873071524,0.005013342995398018,-0.00491963331112788,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,493729600
0,2010-01-04,AMGN,39.59205627441406,39.69494466139502,38.79637404527754,38.84438914919404,38.84438914919404,0.01924775087460806,0.021896483142884504,-0.00123608853088375,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,5277400
0,2010-01-04,AXP,32.55548095703125,32.698687134197144,32.13382001033688,32.467968768700416,32.467968768700416,0.002695339180416978,0.007106030165926036,-0.010291643457710165,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,6894300
0,2010-01-04,BA,43.77754211425781,43.94118119781991,42.70219404467851,43.41909374858263,43.41909374858263,0.008255546920227452,0.012024374627909395,-0.016511162302357496,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,6186700
0,2010-01-04,CAT,39.29057312011719,39.72005122675217,38.592669916889626,38.68662049262104,38.68662049262104,0.015611408280321148,0.02671287181386761,-0.0024285030466626445,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,7325600
0,2010-01-04,CRM,18.51028823852539,18.68594030690661,18.35442843101656,18.458334969355786,18.458334969355786,0.0028146238138953006,0.0123307621152553,-0.005629247627791378,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,7906000
0,2010-01-04,CSCO,16.06118392944336,16.158760738291047,15.6188344058603,15.683886025344242,15.683886025344242,0.024056404356001204,0.030277873237502195,-0.004147672291090476,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,59853700
0,2010-01-04,CVX,42.13450622558594,42.20911798041617,41.65486039197324,41.676174551037,41.676174551037,0.010997450689425925,0.012787724284207602,-0.0005114231162858252,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,10173800
0,2010-01-04,DIS,27.475875854492188,28.058464072260147,27.304527436046747,27.84427732361694,27.84427732361694,-0.01323077862079336,0.007692307692307665,-0.01938458956204936,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,13700400
0,2010-01-04,GS,131.28915405273438,132.1766515580442,128.58113905042202,128.9907604064077,128.9907604064077,0.017818281240339795,0.024698599664028542,-0.003175586799357477,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,9135000
0,2010-01-04,HD,19.698387145996094,20.02818194152141,19.61593779187076,20.02818194152141,20.02818194152141,-0.016466536827369316,0.0,-0.02058320375031175,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,13120900
0,2010-01-04,HON,27.300537109375,27.32083598132635,26.71190230964407,26.79985777121082,26.79985777121082,0.018682164003945623,0.019439588618831438,-0.003281937625103204,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,7750615
0,2010-01-04,IBM,73.2833480834961,73.57105889531582,72.39808540572814,72.58066873567837,72.58066873567837,0.009681356758735715,0.013645371100729387,-0.002515591728910027,0.0,0.005481765309329978,0.012325295986766571,0.002872913688559464,0.040267983547334296,0.08414755701747367,0.052129521614046936,0.012597866404894908,6438444
