total_assets,daily_return
100006.5842466576,6.584246657611844e-05
99357.28127609762,-0.006492602216655419
100934.48770210148,0.015874090008774155
102631.35617488397,0.016811582556307544
103125.42531769423,0.0048140174818343436
102705.39635596726,-0.004072991315507475
103153.44503087044,0.004362464785689415
103461.0620946705,0.0029821307830097915
103760.75701117502,0.002896692827590498
105081.22277310761,0.012726061373958432
104530.04764537948,-0.00524522948232372
106057.07813336735,0.014608531445124197
106161.06081936503,0.000980440794973904
106711.76905881753,0.005187478678171416
106800.6098083269,0.0008325300038874526
107810.71550283067,0.009457864485198936
106515.50482691007,-0.012013747148228582
106090.04287605644,-0.003994366374595
107358.67335692399,0.011958054181858345
107368.58817205856,9.235225086659158e-05
107626.64450800364,0.0024034621329988006
107648.66065394225,0.00020456036736315976
108733.67295197543,0.010079199234267998
108427.606670797,-0.0028148251858797707
107967.0612498177,-0.004247492268067749
107224.54768656859,-0.0068772230590871475
107349.8804451498,0.001168881205706478
106967.67291925302,-0.0035603907923499015
107899.277332506,0.008709214548924652
107905.78439758207,6.0306845763501e-05
109397.03502670115,0.013819932244081807
110601.07326677344,0.011006132293973087
110374.83218183166,-0.0020455595796622893
110599.0269554928,0.0020312128157240995
110649.87677049656,0.0004597672909385723
111534.84791657023,0.007997940638553195
110062.48719044658,-0.01320090315831155
110009.4223607235,-0.00048213365950259667
108455.63275186678,-0.014124150236529773
108628.46533719485,0.0015935786915141793
109283.49264060346,0.0060299784349834105
106557.04810315766,-0.024948365682383157
107378.09201664274,0.007705205128151053
106919.30594593556,-0.004272622674614825
105478.67629554404,-0.013473989918340718
105438.27047436379,-0.000383070992159857
107281.73707651839,0.01748384712553511
107845.40677049047,0.005254106703828292
108179.5038791716,0.0030979261767924184
108674.41097183505,0.004574869313656814
108997.36043257693,0.0029717157687247373
109455.3599854546,0.004201932515246452
109417.66672614861,-0.0003443710688174362
108726.49021195638,-0.006316863947776539
109712.55953480156,0.009069264729532754
109121.4006511203,-0.005388251684108636
109872.8788773018,0.0068866255537178385
109300.88817526902,-0.005205931690126464
109468.37458956348,0.001532342665192998
109911.78376168225,0.004050568703347148
111314.91901049943,0.012766012895028302
110940.97503031458,-0.0033593338926076596
111046.08891831721,0.0009474757903822044
111394.85243243097,0.0031407095694320495
112572.8081313152,0.010574597238222929
112189.74270307913,-0.0034028237777389185
111728.96785087361,-0.004107103208401144
111915.39614710066,0.0016685761966035392
111309.68952005956,-0.005412183201719365
110644.29169573242,-0.005977896688025754
109837.09267924649,-0.007295442034241568
111802.84477249352,0.017896978564313996
110004.33889083347,-0.01608640536222318
108925.12905334512,-0.009810611548325706
109879.21515123571,0.008759099999994783
110677.59616091636,0.007265987553531228
111322.70837075972,0.005828751547019735
110994.72593476836,-0.0029462311939000272
111791.75886503328,0.007180818039348341
112231.46210189161,0.003933234804805092
112355.765600812,0.0011075637489917473
111729.28616646622,-0.0055758547947738196
110425.1660227332,-0.01167214244786273
111237.35199308579,0.007355080364428569
109698.69745661183,-0.013832175154345693
111256.91719287151,0.014204541825813223
110403.6253065335,-0.007669562557254399
109812.28134308345,-0.005356200594031194
110170.22852992432,0.0032596279984618195
109054.57767842693,-0.010126609215432153
109547.32323569305,0.00451833905330492
108759.47351192353,-0.007191866496586679
109946.90255606639,0.010917936670709217
109730.9439060245,-0.0019642085863378522
110586.88150042895,0.007800330188879746
111438.2625707734,0.007698752861035679
111877.22522602548,0.003939065856965317
110944.4292716757,-0.008337675093972374
111714.48045337356,0.006940872892429607
111960.93856549799,0.00220614293799887
109829.45788010818,-0.019037717195831413
109865.50860612991,0.000328242774912697
109453.41390988513,-0.0037509014564539016
109224.79390287855,-0.0020887425877351594
109486.48809979443,0.0023959230094640904
111258.31684391826,0.016183081354375593
111824.27043559162,0.005086843012979516
112726.08006812814,0.008064525071558117
114102.20607300813,0.01220769855607769
113843.8720684764,-0.002264057930365034
113555.01329815754,-0.002537323837203228
113736.76252544594,0.0016005389987598256
113738.29750502258,1.3495896511947448e-05
114910.18743856589,0.010303389089251633
115483.46979747321,0.004988960262673121
115679.63571586451,0.0016986493282140848
116893.10895803485,0.010489946952728212
116711.62460679069,-0.0015525667240942399
116769.61492403876,0.0004968683920170483
116363.59679159052,-0.003477087191838017
115827.3221593411,-0.00460861168815449
115359.01068840285,-0.004043186548800679
115808.72740353209,0.0038984099503415848
116558.23470075727,0.006471941398799216
115479.01758880816,-0.009259037893974795
116328.94614073893,0.007360025827004801
116615.49332814934,0.0024632492334602483
116734.6400762801,0.001021705990605301
116522.08187062677,-0.0018208665869396822
117071.13325835297,0.004711994318259902
118850.85937336713,0.015202091800774264
119989.89160550013,0.009583710527113262
121068.37609155633,0.008988127846652469
120981.35810681699,-0.000718750738620144
120756.13951099126,-0.0018615975167586333
120857.45256226354,0.0008389888222872021
120692.74559746505,-0.0013628200934786942
119757.265797922,-0.007750919866079394
119377.59620562731,-0.003170326157373493
118904.48471011406,-0.003963151466865933
118544.06595979331,-0.0030311619549039884
118700.57498795907,0.0013202603344047896
119316.91280974826,0.00519237435751009
118987.45682487912,-0.0027611842873814713
119368.71378645123,0.0032041777490315866
117737.80999071764,-0.013662740796983455
116727.02078762448,-0.008585085820543506
115937.47104596802,-0.006764070018483486
114748.78924234286,-0.010252783616039577
114955.08846065187,0.0017978335080583707
116543.50837253052,0.013817743373946919
117355.62978016626,0.00696839677281568
116933.19724431359,-0.003599593275959349
115752.606275741,-0.010096285711797773
116217.80670348757,0.004018919683228629
115060.54990050316,-0.009957654819084463
116234.27992867926,0.010200977043748442
117502.26323258132,0.01090885842524323
117598.08512153839,0.000815489730333214
117983.72901709826,0.0032793382235884634
118508.05084373492,0.004444018094738129
117486.14325431685,-0.00862310688719
116820.93091693876,-0.005662049318770521
117248.31605455576,0.0036584637210336298
115229.4243223758,-0.01721894011032602
117916.7590614076,0.023321601707507366
119436.53552342864,0.01288855353656361
118232.76185022338,-0.010078772529107119
118331.69492810451,0.0008367653460253663
119001.17771260998,0.0056576793302268785
119424.64186821725,0.0035584870985894647
119806.38774548391,0.003196541947246605
119237.26793241379,-0.004750329458886339
119165.22509629463,-0.0006041973064997925
120414.06830280508,0.010479929908253801
120287.59713975429,-0.0010503022182819682
119509.03539586856,-0.0064725022562481405
118742.13975844624,-0.006417051521518922
119349.93172842354,0.0051185869752197345
119693.67043661953,0.0028800913684487736
119787.28935184346,0.0007821542683285943
117936.00495112209,-0.015454764948255173
119115.36795480091,0.010000025048903344
118136.37269780473,-0.008218882867974318
118675.91639949167,0.004567126020257058
118193.3368051358,-0.004066365013196157
117074.04894336294,-0.009469974298282327
118001.5809845096,0.007922610087529747
116448.88308686537,-0.0131582804627681
115121.80529541078,-0.011396226020172717
116600.40286180325,0.01284376632731105
117214.84124003186,0.005269607678430266
116887.88486829223,-0.0027893769106430697
117847.8719484723,0.008212887770719383
117349.05052818036,-0.004232757130396414
119530.96145015658,0.01859334108078059
118452.07648552777,-0.00902598750599614
120353.86025600298,0.01605530123997101
120581.4460176764,0.0018909718490899572
121393.14333563538,0.0067315274842532505
121933.88355974793,0.004454454421840519
121526.8455881316,-0.003338185906437378
120947.39588681574,-0.004768079830523189
120785.75367152964,-0.0013364670987819744
120580.54728323988,-0.0016989287399556525
119489.62628528381,-0.009047238734068227
119945.52869179538,0.003815414113214254
120007.49555707975,0.0005166250543911005
120561.20817121,0.004613983581274529
121887.07669170469,0.010997472077517677
121843.67823029456,-0.00035605465803310735
121277.7581469862,-0.004644640505999256
120938.918430875,-0.0027939147399191067
120613.87078469757,-0.002687700951808986
121534.77894525595,0.007635176241066459
121951.10967649434,0.0034256098118705704
120990.05515400562,-0.007880654182140314
121680.47487768623,0.005706417133224559
121647.28156821086,-0.0002727907621065444
122077.64093650591,0.0035377639577890653
122962.66499291486,0.007249681838701822
124821.12635130106,0.015114029599905612
124916.8854588453,0.0007671706732938774
123609.25828862161,-0.010467977691090452
123789.93341005605,0.0014616633408848507
123284.71149436917,-0.004081284332008781
123666.57784385045,0.003097434749634104
124001.56216651342,0.0027087700533441747
124722.8241452684,0.005816555583279219
125049.0800599415,0.0026158477159969784
125106.19595245399,0.00045674780242379144
122902.28744124422,-0.017616301850048734
123506.21547924282,0.004913887695437024
123397.0428620713,-0.0008839443160645472
124116.9046653959,0.00583370384433942
124168.73700345278,0.0004176090130238062
123870.30095826829,-0.0024034716981634263
123245.98046111187,-0.00504011447721232
123773.8566508864,0.004283110798417424
124381.91173322915,0.004912629361286091
124954.18757604869,0.004600957123467857
125513.93243807518,0.00447960066713112
125825.89744352298,0.002485501006844068
126180.55916883788,0.0028186703414858167
127704.68101515509,0.012078895959541936
127237.71360551378,-0.003656619365314322
126960.51412323154,-0.0021785952798685847
127009.10160586672,0.0003826975888583207
127408.58466863584,0.0031453105149014393
127347.75744730314,-0.0004774185467242878
126178.25033629683,-0.009183570519412185
126984.69414574272,0.006391306007941244
126025.72542518101,-0.007551844944880426
125863.3498875877,-0.0012884316836542346
127232.07615217943,0.01087470074341881
127152.25314207438,-0.0006273811802739138
128957.40370245131,0.014196764239481687
129767.95232610752,0.006285398126705662
129347.20928099583,-0.0032422723605468576
127934.84667009789,-0.010919157968299857
128619.92043226461,0.005354864448568163
130782.62779006909,0.01681471540750522
131845.04991423886,0.00812357223678946
131588.3202115659,-0.0019472077475790731
132532.1941770056,0.007172931183574231
131692.05615482316,-0.006339124070188979
132766.98988118145,0.008162479634265455
128952.31349262489,-0.028732114752096638
129415.28277752027,0.0035902363622337835
130701.58440276784,0.00993933326606318
129773.80979325724,-0.007098418995836971
129613.02809668423,-0.0012389379400139667
128422.83902591518,-0.009182634556467803
129425.23613691707,0.007805442696992726
131231.23039155494,0.013953957578469168
133037.5495758234,0.013764400279407098
132692.30641083053,-0.002595080607645352
131215.95920867613,-0.011126094964266038
132984.50192866274,0.013478106860264355
134003.3707066723,0.007661560281333439
134750.2426319645,0.00557353088473488
135510.47997626243,0.005641825420487962
134972.33501897386,-0.00397124235249444
135647.2898550162,0.005000690222536729
135417.97013582225,-0.001690558797297392
134911.65029735334,-0.0037389412790716945
130108.66793098931,-0.03560094592111189
130674.00138838579,0.004345086813865063
126330.50521579868,-0.03323917631998947
123025.34334263734,-0.02616281687083761
116441.22707599259,-0.05351837343227203
119328.70911617842,0.024797763753394576
125472.68617984731,0.051487836491108926
127029.56862788992,0.012408138340252303
126224.07365054812,-0.0063410037996850105
121311.89465897248,-0.03891634019969145
115817.09481250132,-0.04529481516975678
119516.02813861547,0.03193771465345789
118486.51983579723,-0.008613976877011095
106851.40161129551,-0.09819782233984137
109874.77103993492,0.028295084416747565
99762.16492876643,-0.09203756254011186
94940.41564560137,-0.04833244433506377
89730.68592525773,-0.054873677189183664
87589.10221618153,-0.023866793026189964
92303.47374195793,0.05382372243228031
85565.20597582671,-0.0730012370386906
91537.95348321131,0.06980346087254172
99798.14709657388,0.09023791005855887
102592.69402106837,0.02800199207897326
104599.55311470412,0.019561423089480653
104314.17359941221,-0.0027283053014477395
105708.96861708927,0.013371097805302507
100121.73666619191,-0.052854852563513854
98119.44780435639,-0.019998543058748545
99895.54727706383,0.018101401021425025
103352.51318347186,0.03460580577050155
112914.13403915377,0.09251464295510718
107803.56822731324,-0.0452606385846116
112220.93081938408,0.040976033212151694
112083.26535505398,-0.0012267360761039313
113145.7344647846,0.009479284051592915
112064.58548329935,-0.009555366683502738
112839.37539011773,0.006913780151659399
117296.5260557048,0.03949995868177609
115319.94364734917,-0.016851158979908264
111547.98268396115,-0.03270866117419169
112875.46827818372,0.011900579125519575
113756.45105368995,0.007804909152935165
114528.90026773486,0.006790377221598948
116279.00832505667,0.015280929557784623
119212.61812627483,0.02522905762162416
118559.24384844469,-0.005480747659933572
116809.89039740108,-0.014755099596281386
117195.3866114633,0.003300201830091032
115036.71267366166,-0.01841944465747842
117673.09378268618,0.022917736848961118
117795.9286314519,0.001043865210109676
116981.59787644244,-0.006913063672661091
119051.65934460014,0.017695616282692086
117928.27774312091,-0.00943608520589835
119780.4696419799,0.015706087923148954
116525.52179708394,-0.027174278533260838
113129.71459061815,-0.029142175500223955
116242.525581671,0.027515414516134457
120821.65316368149,0.039392877598768555
120458.04275990452,-0.003009480455331813
120845.63970560943,0.0032176925411070523
120207.98476783124,-0.005276606912186288
120795.01509986076,0.004883455397437345
124245.4547333835,0.028564420731023398
123728.18310430403,-0.004163304244726522
126228.74515451485,0.020210125029499787
124771.45770657017,-0.011544814504500008
125304.55172481471,0.004272563838263679
126256.62569027142,0.007598079657533808
127576.75006203227,0.01045588193525248
129012.63561666933,0.011255072369682498
131833.1236347458,0.021862106797483856
133398.0732025187,0.011870685641255771
134460.69790333978,0.007965817461304984
134204.11329756837,-0.0019082498438008576
129280.8141075372,-0.03668515866659643
127432.11976592528,-0.014299835241400584
122924.54951563755,-0.03537232417201795
130325.38153045895,0.06020629763528184
129855.72654487747,-0.0036037108049571127
128036.21172859403,-0.014011818074535345
130448.38589616802,0.01883978083237271
126796.14074894774,-0.02799762620387902
129342.7475386794,0.020084261040514365
127631.02831363642,-0.013233979157054036
125034.97145358943,-0.020340327068959427
126188.24057596675,0.009223572485121652
